time,pod,name,cpu_cores,memory_bytes
2023-10-10T17:03:51.948861Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:03:51.948861Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,6m,564Mi
2023-10-10T17:04:07.089292Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:04:07.089292Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,6m,564Mi
2023-10-10T17:04:22.231225Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:04:22.231225Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,564Mi
2023-10-10T17:04:37.372069Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:04:37.372069Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,564Mi
2023-10-10T17:04:52.512506Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:04:52.512506Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,564Mi
2023-10-10T17:05:07.633139Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:05:07.633139Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,46m,492Mi
2023-10-10T17:05:22.768965Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:05:22.768965Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,11m,474Mi
2023-10-10T17:05:37.853484Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:05:37.853484Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,11m,474Mi
2023-10-10T17:05:52.995628Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:05:52.995628Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,474Mi
2023-10-10T17:06:08.135964Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:06:08.135964Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,474Mi
2023-10-10T17:06:23.225110Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:06:23.225110Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,281m,540Mi
2023-10-10T17:06:38.378715Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:06:38.378715Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,773m,898Mi
2023-10-10T17:06:53.462167Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:06:53.462167Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,651m,905Mi
2023-10-10T17:07:08.549840Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:07:08.549840Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,226m,836Mi
2023-10-10T17:07:23.694484Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:07:23.694484Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,226m,836Mi
2023-10-10T17:07:38.838183Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:07:38.838183Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,4m,834Mi
2023-10-10T17:07:53.977115Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:07:53.977115Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,834Mi
2023-10-10T17:08:09.113100Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:08:09.113100Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,170m,757Mi
2023-10-10T17:08:24.234984Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:08:24.234984Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,57m,676Mi
2023-10-10T17:08:39.379026Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:08:39.379026Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,51m,581Mi
2023-10-10T17:08:54.518742Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:08:54.518742Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,535Mi
2023-10-10T17:09:09.654614Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:09:09.654614Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,535Mi
2023-10-10T17:09:24.761112Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:09:24.761112Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,535Mi
2023-10-10T17:09:39.875882Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:09:39.875882Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,535Mi
2023-10-10T17:09:55.015768Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:09:55.015768Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,535Mi
2023-10-10T17:10:10.121779Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:10:10.121779Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,49m,459Mi
2023-10-10T17:10:25.249123Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:10:25.249123Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,459Mi
2023-10-10T17:10:40.395344Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:10:40.395344Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,459Mi
2023-10-10T17:10:55.539741Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:10:55.539741Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,459Mi
2023-10-10T17:11:10.678725Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:11:10.678725Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,459Mi
2023-10-10T17:11:25.817119Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:11:25.817119Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,459Mi
2023-10-10T17:11:40.924253Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:11:40.924253Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,459Mi
2023-10-10T17:11:56.023337Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:11:56.023337Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,56m,491Mi
2023-10-10T17:12:11.091060Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:12:11.091060Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,757m,854Mi
2023-10-10T17:12:26.214687Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:12:26.214687Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,544m,870Mi
2023-10-10T17:12:41.328855Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:12:41.328855Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,544m,870Mi
2023-10-10T17:12:56.469894Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:12:56.469894Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,106m,723Mi
2023-10-10T17:13:11.577083Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:13:11.577083Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,660Mi
2023-10-10T17:13:26.709063Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:13:26.709063Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,595Mi
2023-10-10T17:13:41.785107Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:13:41.785107Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,35m,551Mi
2023-10-10T17:13:56.874768Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:13:56.874768Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,551Mi
2023-10-10T17:14:12.020817Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:14:12.020817Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,551Mi
2023-10-10T17:14:27.160874Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:14:27.160874Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,551Mi
2023-10-10T17:14:42.297125Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:14:42.297125Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,551Mi
2023-10-10T17:14:57.369541Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:14:57.369541Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,22m,528Mi
2023-10-10T17:15:12.491232Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:15:12.491232Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,26m,492Mi
2023-10-10T17:15:27.614148Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:15:27.614148Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,492Mi
2023-10-10T17:15:42.757235Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:15:42.757235Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,492Mi
2023-10-10T17:15:57.825133Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:15:57.825133Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,492Mi
2023-10-10T17:16:12.956736Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:16:12.956736Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,492Mi
2023-10-10T17:16:28.083019Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:16:28.083019Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,492Mi
2023-10-10T17:16:43.230784Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:16:43.230784Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,493Mi
2023-10-10T17:16:58.372150Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:16:58.372150Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,27m,464Mi
2023-10-10T17:17:13.512909Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:17:13.512909Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,464Mi
2023-10-10T17:17:28.645536Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:17:28.645536Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,464Mi
2023-10-10T17:17:43.719479Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:17:43.719479Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,731m,682Mi
2023-10-10T17:17:58.861348Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:17:58.861348Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,690m,925Mi
2023-10-10T17:18:13.981136Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:18:13.981136Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,266m,853Mi
2023-10-10T17:18:29.081111Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:18:29.081111Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,17m,833Mi
2023-10-10T17:18:44.192944Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:18:44.192944Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,833Mi
2023-10-10T17:18:59.321092Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:18:59.321092Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,833Mi
2023-10-10T17:19:14.457117Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:19:14.457117Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,833Mi
2023-10-10T17:19:29.586263Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:19:29.586263Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,833Mi
2023-10-10T17:19:44.687109Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:19:44.687109Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,833Mi
2023-10-10T17:19:59.812413Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:19:59.812413Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,833Mi
2023-10-10T17:20:14.953653Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:20:14.953653Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,38m,771Mi
2023-10-10T17:20:30.036783Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:20:30.036783Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,690Mi
2023-10-10T17:20:45.145215Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:20:45.145215Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,620Mi
2023-10-10T17:21:00.287098Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:21:00.287098Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,51m,558Mi
2023-10-10T17:21:15.369094Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:21:15.369094Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,37m,496Mi
2023-10-10T17:21:30.507686Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:21:30.507686Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,496Mi
2023-10-10T17:21:45.641935Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:21:45.641935Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,496Mi
2023-10-10T17:22:00.761166Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:22:00.761166Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,496Mi
2023-10-10T17:22:15.840598Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:22:15.840598Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,12m,489Mi
2023-10-10T17:22:30.936814Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:22:30.936814Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,16m,462Mi
2023-10-10T17:22:46.041114Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:22:46.041114Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,462Mi
2023-10-10T17:23:01.138564Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:23:01.138564Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,4m,462Mi
2023-10-10T17:23:16.285277Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:23:16.285277Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,389m,567Mi
2023-10-10T17:23:31.423834Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:23:31.423834Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,737m,865Mi
2023-10-10T17:23:46.555167Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:23:46.555167Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,554m,884Mi
2023-10-10T17:24:01.697466Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:24:01.697466Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,554m,884Mi
2023-10-10T17:24:16.769230Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:24:16.769230Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,30m,831Mi
2023-10-10T17:24:31.911237Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:24:31.911237Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,831Mi
2023-10-10T17:24:47.053061Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:24:47.053061Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,831Mi
2023-10-10T17:25:02.165950Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:25:02.165950Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,831Mi
2023-10-10T17:25:17.285338Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:25:17.285338Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,831Mi
2023-10-10T17:25:32.425681Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:25:32.425681Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,831Mi
2023-10-10T17:25:47.559428Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:25:47.559428Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,17m,809Mi
2023-10-10T17:26:02.681124Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:26:02.681124Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,719Mi
2023-10-10T17:26:17.811310Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:26:17.811310Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,54m,627Mi
2023-10-10T17:26:32.953078Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:26:32.953078Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,54m,627Mi
2023-10-10T17:26:48.089145Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:26:48.089145Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,488Mi
2023-10-10T17:27:03.231085Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:27:03.231085Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,6m,482Mi
2023-10-10T17:27:18.342771Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,2m,129Mi
2023-10-10T17:27:18.342771Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,482Mi
2023-10-10T17:27:33.465099Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:27:33.465099Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,482Mi
2023-10-10T17:27:48.609383Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:27:48.609383Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,483Mi
2023-10-10T17:28:03.757303Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:28:03.757303Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,20m,468Mi
2023-10-10T17:28:18.899114Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:28:18.899114Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,124m,543Mi
2023-10-10T17:28:34.040030Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:28:34.040030Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,544Mi
2023-10-10T17:28:49.177227Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:28:49.177227Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,544Mi
2023-10-10T17:29:04.281126Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:29:04.281126Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,742m,686Mi
2023-10-10T17:29:19.397688Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:29:19.397688Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,546m,888Mi
2023-10-10T17:29:34.539915Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:29:34.539915Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,360m,845Mi
2023-10-10T17:29:49.664672Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:29:49.664672Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,360m,845Mi
2023-10-10T17:30:04.793142Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:30:04.793142Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,8m,835Mi
2023-10-10T17:30:19.934340Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:30:19.934340Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,835Mi
2023-10-10T17:30:35.009107Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:30:35.009107Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,835Mi
2023-10-10T17:30:50.152172Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:30:50.152172Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,835Mi
2023-10-10T17:31:05.294882Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:31:05.294882Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,835Mi
2023-10-10T17:31:20.361455Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:31:20.361455Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,835Mi
2023-10-10T17:31:35.501074Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:31:35.501074Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,835Mi
2023-10-10T17:31:50.609107Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:31:50.609107Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,51m,711Mi
2023-10-10T17:32:05.741696Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:32:05.741696Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,625Mi
2023-10-10T17:32:20.881838Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:32:20.881838Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,553Mi
2023-10-10T17:32:35.961183Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:32:35.961183Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,483Mi
2023-10-10T17:32:51.103567Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:32:51.103567Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,9m,474Mi
2023-10-10T17:33:06.247968Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:33:06.247968Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,474Mi
2023-10-10T17:33:21.377650Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:33:21.377650Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,146m,541Mi
2023-10-10T17:33:36.473261Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:33:36.473261Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,541Mi
2023-10-10T17:33:51.598550Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:33:51.598550Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,541Mi
2023-10-10T17:34:06.707736Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:34:06.707736Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,541Mi
2023-10-10T17:34:21.846810Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:34:21.846810Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,541Mi
2023-10-10T17:34:36.989163Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:34:36.989163Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,177m,537Mi
2023-10-10T17:34:52.130145Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:34:52.130145Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,799m,810Mi
2023-10-10T17:35:07.272799Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:35:07.272799Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,609m,907Mi
2023-10-10T17:35:22.393124Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:35:22.393124Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,229m,831Mi
2023-10-10T17:35:37.517975Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:35:37.517975Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,831Mi
2023-10-10T17:35:52.657144Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,129Mi
2023-10-10T17:35:52.657144Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,831Mi
